"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Search Keywords","Page Title","Meta Keywords","Meta Description","Product Condition","Show Product Condition?","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
Product,2816,"Chinese Celery-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",67.99,56.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Chinese Celery-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/chinese-celery-30-lb/,,,,,,,,,,,,N,,
Product,2817,"Chive (Green)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",94.99,79.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Chive (Green)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/chive-green-25-lb/,,,,,,,,,,,,N,,
Product,2818,"Cucumber (Persian)-20 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",22.99,19.00,0.00,0.00,0.0000,N,,20.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Cucumber (Persian)-20 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/cucumber-persian-20-lb/,,,,,,,,,,,,N,,
Product,2819,"Cucumber (Pickle)-45 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",45.99,38.00,0.00,0.00,0.0000,N,,45.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Cucumber (Pickle)-45 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/cucumber-pickle-45-lb/,,,,,,,,,,,,N,,
Product,2820,"Cucumber (Select)-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",40.99,34.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Cucumber (Select)-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/cucumber-select-50-lb/,,,,,,,,,,,,N,,
Product,2821,"Daikon-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",25.99,22.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Daikon-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/daikon-40-lb/,,,,,,,,,,,,N,,
Product,2822,"Daikon With Leaf-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",30.99,26.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Daikon With Leaf-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/daikon-with-leaf-30-lb/,,,,,,,,,,,,N,,
Product,2823,"Dosakai-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",52.99,44.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Dosakai-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/dosakai-30-lb/,,,,,,,,,,,,N,,
Product,2824,"Drumsticks-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",179.99,150.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Drumsticks-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/drumsticks-30-lb/,,,,,,,,,,,,N,,
Product,2825,"Drumsticks Leaves-10 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",59.99,50.00,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Drumsticks Leaves-10 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/drumsticks-leaves-10-lb/,,,,,,,,,,,,N,,
Product,2826,"Egg Plants (Chinese)-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",32.99,27.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Egg Plants (Chinese)-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/egg-plants-chinese-30-lb/,,,,,,,,,,,,N,,
Product,2827,"Egg Plants (Graffiti)-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",42.99,36.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Egg Plants (Graffiti)-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/egg-plants-graffiti-30-lb/,,,,,,,,,,,,N,,
Product,2828,"Egg Plants (Indian)-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",34.99,29.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Egg Plants (Indian)-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/egg-plants-indian-30-lb/,,,,,,,,,,,,N,,
Product,2829,"Egg Plants (Italian)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",39.99,33.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Egg Plants (Italian)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/egg-plants-italian-25-lb/,,,,,,,,,,,,N,,
Product,2830,"Egg Plants (Thai)-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",43.99,36.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Egg Plants (Thai)-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/egg-plants-thai-40-lb/,,,,,,,,,,,,N,,
Product,2831,"Fava Beans-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",44.99,37.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Fava Beans-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/fava-beans-25-lb/,,,,,,,,,,,,N,,
Product,2832,"Finger Hot (Long Chili)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",54.99,46.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Finger Hot (Long Chili)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/finger-hot-long-chili-25-lb/,,,,,,,,,,,,N,,
Product,2833,"Fuzzy Squash-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",29.99,25.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Fuzzy Squash-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/fuzzy-squash-40-lb/,,,,,,,,,,,,N,,
Product,2834,"Garbanzo Beans-15 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",58.99,49.00,0.00,0.00,0.0000,N,,15.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Garbanzo Beans-15 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/garbanzo-beans-15-lb/,,,,,,,,,,,,N,,
Product,2835,"Garlic (Loose) White-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",85.99,72.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Garlic (Loose) White-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/garlic-loose-white-30-lb/,,,,,,,,,,,,N,,
Product,2836,"Garlic (Pack ) White-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",85.99,72.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Garlic (Pack ) White-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/garlic-pack-white-30-lb/,,,,,,,,,,,,N,,
Product,2837,"Garlic Peeled-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",141.99,118.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Garlic Peeled-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/garlic-peeled-30-lb/,,,,,,,,,,,,N,,
Product,2838,"Ginger (China)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",18.99,16.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Ginger (China)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/ginger-china-25-lb/,,,,,,,,,,,,N,,
Product,2839,"Ginger (Desi)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",37.99,32.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Ginger (Desi)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/ginger-desi-25-lb/,,,,,,,,,,,,N,,
Product,2840,"Ginger (Organic)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",37.99,32.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Ginger (Organic)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/ginger-organic-25-lb/,,,,,,,,,,,,N,,
Product,2841,"Gongura Leaves-10 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",71.99,60.00,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Gongura Leaves-10 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/gongura-leaves-10-lb/,,,,,,,,,,,,N,,
